job_role,industry,automation_risk_pct,risk_level,automation_exposure_pct,task_repetition_pct,creativity_requirement_pct,physical_labor_pct,analytical_complexity_pct,social_interaction_pct,avg_salary_usd,experience_required_years,education_level,job_demand_index,job_growth_rate,skill_complexity_score,training_hours_needed,ai_dependency_current,ai_dependency_future,ai_tool_availability
Sales Manager,Construction,5.42,Low,65.72,49.16,96.34,70.03,77.97,26.02,171002,9,Master,0.2862,0.0288,0.3619,26,0.2558,0.2017,Midjourney
Lawyer,Construction,44.81,Medium,53.27,1.84,21.51,99.83,58.14,72.72,33285,12,Bachelor,0.1978,0.0871,0.9174,18,0.4234,0.3979,Midjourney
Software Engineer,Tech,90.99,High,49.41,14.8,55.17,35.86,97.59,77.36,153637,11,High School,0.5125,-0.0926,0.5837,393,0.7169,0.4781,ChatGPT
Doctor,Construction,1.48,Low,70.08,37.82,60.18,89.64,82.78,92.05,65863,14,Bachelor,0.2164,-0.0359,0.6526,364,0.2748,0.5824,None
Plumber,Energy,10.73,Low,68.81,68.37,99.86,38.19,99.85,58.49,177776,4,Master,0.8708,0.0986,0.9605,360,0.5803,0.1984,Copilot
Marketing Specialist,Finance,64.52,Medium,50.21,22.84,20.12,68.94,58.83,77.94,179777,9,Master,0.2444,0.1347,0.8222,277,0.7317,0.729,Midjourney
Consultant,Legal,10.5,Low,40.86,42.3,52.32,59.83,20.45,75.31,161627,3,Master,0.314,0.119,0.14,131,0.6985,0.3089,AutoGPT
Doctor,Tech,44.88,Medium,37.13,55.73,34.62,5.3,50.37,25.78,51323,1,Bachelor,0.8884,0.0791,0.0052,374,0.5903,0.6602,Copilot
Mechanic,Tech,50.78,Medium,55.94,88.86,52.59,7.84,71.11,31.02,100968,3,Master,0.2056,-0.0586,0.3086,331,0.5802,0.514,Copilot
Mechanic,Energy,86.03,High,37.37,32.61,23.21,2.08,77.44,47.85,83915,11,High School,0.8848,-0.0078,0.4885,408,0.7212,0.5922,Claude
Business Analyst,Education,95.74,High,16.83,13.36,4.76,37.08,0.05,1.9,139543,7,Bachelor,0.2098,-0.0874,0.7321,427,0.3355,0.4131,None
Product Manager,Education,51.22,Medium,58.0,48.93,57.26,74.58,50.5,29.74,171691,4,Bachelor,0.9118,0.06,0.661,46,0.4502,0.4451,AutoGPT
Sales Manager,Construction,51.04,Medium,38.49,74.67,33.59,17.28,23.52,47.39,138500,4,Bachelor,0.3176,0.0125,0.3129,318,0.9662,0.8682,AutoGPT
Plumber,Legal,72.68,High,53.02,10.99,18.19,60.59,87.49,10.81,141266,12,Master,0.2462,0.0433,0.542,178,0.6686,0.4759,ChatGPT
Marketing Specialist,Construction,19.25,Low,28.88,42.47,32.39,28.88,15.29,12.63,56739,11,Master,0.4772,0.1448,0.6509,389,0.5199,0.7939,ChatGPT
Data Analyst,Manufacturing,94.09,High,49.37,1.78,4.93,79.7,66.65,46.32,158041,11,High School,0.3692,0.0006,0.5138,487,0.5783,0.395,Gemini
Sales Manager,Manufacturing,0.12,Low,36.6,3.36,95.04,79.84,26.61,73.1,83019,9,High School,0.2017,-0.0233,0.689,343,0.1044,0.7005,AutoGPT
Nurse,Healthcare,0.18,Low,53.83,48.3,58.11,77.54,35.65,83.37,37373,2,Bachelor,0.3384,-0.0623,0.4852,269,0.592,0.2329,None
Doctor,Manufacturing,62.57,Medium,58.79,29.82,81.48,52.48,94.06,54.63,50187,12,Bachelor,0.7132,-0.0641,0.5297,401,0.8365,0.917,Copilot
Plumber,Education,34.15,Medium,45.67,84.51,42.31,28.46,24.04,47.47,97863,7,Bachelor,0.8319,0.0296,0.9408,352,0.5236,0.9673,Gemini
Civil Engineer,Finance,39.81,Medium,50.22,60.22,90.33,80.94,9.5,38.43,127927,5,Master,0.8208,0.0873,0.3892,80,0.1769,0.9013,AutoGPT
Nurse,Manufacturing,22.14,Low,23.64,45.39,48.33,18.61,6.93,19.29,114085,1,PhD,0.7568,0.0411,0.7557,26,0.4482,0.3464,ChatGPT
Consultant,Construction,40.78,Medium,40.08,40.79,57.39,28.98,50.46,14.66,147996,1,Bachelor,0.0054,0.1183,0.3347,415,0.278,0.2765,None
Teacher,Marketing,82.8,High,44.1,49.72,49.18,18.39,64.17,79.19,69220,8,Master,0.4266,-0.021,0.3319,111,0.3597,0.1824,ChatGPT
Business Analyst,Tech,69.92,Medium,34.73,4.04,73.33,67.42,32.73,46.5,160503,12,Bachelor,0.169,0.0488,0.9267,227,0.225,0.873,AutoGPT
Product Manager,Finance,9.47,Low,75.64,89.28,56.67,68.62,69.03,79.03,37642,6,High School,0.0735,0.0653,0.6987,401,0.3339,0.1186,Gemini
Lawyer,Finance,5.67,Low,57.06,99.83,27.16,65.25,6.1,70.41,109971,9,Bachelor,0.7359,-0.0298,0.929,287,0.8217,0.6423,ChatGPT
UX Designer,Construction,50.62,Medium,48.48,18.15,14.55,41.56,85.73,19.39,85556,8,Bachelor,0.7935,-0.0009,0.9946,305,0.7577,0.3315,ChatGPT
Data Analyst,Tech,73.02,High,34.57,12.04,60.61,10.02,81.66,51.03,68192,13,Master,0.8146,0.0477,0.0002,246,0.4905,0.1879,Claude
Electrician,Education,66.45,Medium,68.01,14.36,48.92,91.12,98.55,44.4,165453,5,High School,0.8903,-0.0948,0.9832,415,0.7825,0.1845,Midjourney
Doctor,Finance,86.41,High,70.18,66.1,9.6,50.77,93.65,42.39,60782,14,Bachelor,0.59,0.1217,0.1009,113,0.9756,0.871,AutoGPT
Mechanic,Healthcare,13.33,Low,47.49,66.14,39.56,40.7,35.62,54.26,34782,4,Bachelor,0.9981,-0.0722,0.0704,142,0.4061,0.8598,Claude
Data Analyst,Construction,60.58,Medium,61.2,84.79,51.48,58.88,39.93,98.21,90030,11,PhD,0.4837,-0.0881,0.7678,18,0.98,0.272,None
Software Engineer,Finance,76.6,High,56.35,75.18,82.69,19.28,74.6,81.29,86411,0,Bachelor,0.8835,-0.0462,0.3502,69,0.2459,0.0338,Midjourney
Data Analyst,Legal,93.78,High,23.88,44.97,7.61,13.25,13.41,90.37,127469,11,Master,0.1129,0.0256,0.9178,285,0.9545,0.8691,AutoGPT
Data Analyst,Tech,10.09,Low,44.41,61.29,34.85,40.55,31.4,2.96,76950,5,Master,0.1489,-0.0178,0.5445,351,0.8644,0.0573,Claude
Nurse,Manufacturing,23.96,Low,34.47,68.83,82.27,22.72,11.85,14.03,163595,5,Bachelor,0.5903,0.01,0.3861,132,0.1991,0.0847,Claude
Marketing Specialist,Finance,35.46,Medium,40.4,51.27,64.84,24.43,45.49,8.48,170749,2,Bachelor,0.1241,-0.0789,0.0734,299,0.3498,0.8219,AutoGPT
Data Analyst,Construction,54.08,Medium,64.01,47.57,29.0,89.25,55.2,26.32,176161,2,Master,0.0753,-0.0417,0.4646,492,0.7079,0.8172,Copilot
Marketing Specialist,Manufacturing,40.86,Medium,46.23,64.51,84.53,53.08,21.12,44.19,165653,14,Bachelor,0.1961,-0.0756,0.2779,429,0.1916,0.2025,Gemini
UX Designer,Healthcare,86.11,High,35.59,55.75,49.33,48.35,2.66,64.21,172979,2,Master,0.7875,-0.0426,0.0766,476,0.5907,0.0382,AutoGPT
Graphic Designer,Manufacturing,95.05,High,68.43,64.39,49.84,68.95,71.94,50.08,166681,2,High School,0.9275,0.0758,0.6704,357,0.5348,0.063,Claude
Software Engineer,Legal,7.01,Low,52.81,61.29,97.66,95.15,2.0,90.32,80539,6,High School,0.3335,0.0438,0.9773,134,0.2919,0.4534,Copilot
Sales Manager,Education,69.97,Medium,60.16,71.92,94.71,11.22,97.34,93.99,52936,9,Master,0.9748,-0.0165,0.3789,392,0.3005,0.4182,Claude
Graphic Designer,Finance,11.43,Low,56.6,64.28,35.85,83.35,22.16,16.35,80182,10,Master,0.8096,-0.0347,0.2973,80,0.5163,0.1823,Gemini
Business Analyst,Retail,89.8,High,58.92,51.97,14.06,58.4,66.39,85.29,141259,1,PhD,0.2261,0.1494,0.09,498,0.2998,0.909,None
Mechanic,Retail,14.21,Low,42.09,68.18,32.57,14.62,43.48,48.17,125042,9,Bachelor,0.5861,0.092,0.2231,175,0.1803,0.5524,Copilot
Product Manager,Manufacturing,99.15,High,26.88,44.95,3.05,29.71,5.97,45.33,43163,12,Master,0.9818,0.1055,0.285,460,0.7734,0.8073,AutoGPT
Software Engineer,Energy,42.78,Medium,39.87,24.17,2.08,48.24,47.22,78.49,173609,9,Master,0.8488,-0.0934,0.3442,41,0.5818,0.1037,Midjourney
Electrician,Tech,38.19,Medium,40.31,0.14,39.55,69.12,51.68,9.31,52419,1,Master,0.3634,-0.0851,0.634,183,0.4376,0.9735,None
Teacher,Retail,58.63,Medium,55.24,56.0,94.1,24.26,85.47,88.25,151211,2,Bachelor,0.3063,0.0782,0.1149,374,0.1812,0.8097,Gemini
Consultant,Energy,39.44,Medium,61.93,59.07,87.14,53.49,73.23,67.09,152762,9,Bachelor,0.8193,-0.052,0.0584,360,0.5944,0.2878,ChatGPT
Doctor,Retail,23.47,Low,57.87,97.2,51.14,68.47,7.93,87.53,30834,11,Master,0.5492,0.0064,0.9306,34,0.6286,0.0208,AutoGPT
Plumber,Energy,62.91,Medium,33.98,36.15,56.52,44.87,20.92,99.45,62214,6,Bachelor,0.1634,-0.054,0.7992,329,0.4798,0.1645,AutoGPT
Customer Support,Tech,72.84,High,52.3,39.41,0.59,86.3,31.19,51.8,32413,2,Bachelor,0.3278,-0.0557,0.2782,170,0.3727,0.4185,AutoGPT
Sales Manager,Marketing,94.53,High,39.59,20.18,21.55,86.95,11.64,9.33,39505,6,Bachelor,0.6618,-0.0727,0.6388,312,0.8672,0.003,Copilot
Nurse,Retail,40.91,Medium,33.27,7.05,2.48,47.07,45.69,16.65,132802,8,Bachelor,0.1532,0.0486,0.5925,334,0.7048,0.0408,ChatGPT
Sales Manager,Legal,70.58,High,91.0,77.28,75.45,97.29,98.43,32.36,163177,10,Bachelor,0.6987,0.0848,0.743,135,0.3562,0.0986,None
Nurse,Finance,83.36,High,28.0,24.97,14.56,7.56,51.46,10.36,158303,9,High School,0.7099,-0.0858,0.8593,294,0.5931,0.8097,None
Graphic Designer,Energy,83.14,High,45.14,60.89,86.9,0.34,74.19,81.53,144897,11,Master,0.2707,-0.0311,0.3578,196,0.2337,0.5469,Copilot
Nurse,Finance,3.43,Low,58.38,68.78,64.33,38.07,68.29,29.69,88408,14,Bachelor,0.398,0.0646,0.6608,168,0.0115,0.191,Midjourney
Mechanic,Construction,35.57,Medium,64.07,47.12,22.94,60.11,84.99,97.59,146908,10,Bachelor,0.9355,-0.0019,0.802,35,0.8688,0.2645,Copilot
Teacher,Construction,1.34,Low,57.38,87.64,15.77,62.92,21.57,70.26,109731,3,High School,0.7492,0.0762,0.6993,72,0.8189,0.6422,AutoGPT
Doctor,Tech,55.91,Medium,55.8,44.38,62.76,47.64,75.38,17.34,95131,6,High School,0.7878,0.0898,0.9221,451,0.6394,0.3186,Claude
Doctor,Energy,86.51,High,43.04,28.49,90.08,12.49,88.14,47.6,94280,8,High School,0.5163,-0.0919,0.4947,94,0.8113,0.6821,ChatGPT
Mechanic,Healthcare,81.49,High,41.27,89.6,71.84,17.05,17.15,46.69,45762,13,Master,0.2131,-0.0048,0.8026,235,0.7808,0.7782,ChatGPT
UX Designer,Construction,81.12,High,68.68,86.16,34.85,85.21,34.68,49.25,147798,7,High School,0.5913,0.0823,0.9097,494,0.8603,0.3066,None
Product Manager,Tech,35.18,Medium,66.74,16.4,58.74,86.79,97.01,53.57,146854,7,Master,0.7721,-0.0054,0.5571,186,0.8919,0.3665,None
Graphic Designer,Construction,4.63,Low,49.35,2.6,31.08,67.39,78.08,3.12,88703,8,High School,0.0039,-0.0985,0.0173,458,0.8188,0.0501,Copilot
Plumber,Construction,17.24,Low,34.56,9.0,99.91,66.42,28.26,68.63,93079,13,High School,0.1138,-0.0159,0.818,324,0.8517,0.8198,Claude
UX Designer,Healthcare,67.07,Medium,48.27,28.65,74.88,59.77,56.39,48.72,51577,4,High School,0.4743,0.1182,0.846,455,0.5017,0.6061,Claude
Lawyer,Retail,13.38,Low,52.65,97.23,61.44,20.29,40.43,79.1,31214,13,High School,0.4372,0.138,0.3999,461,0.708,0.8883,Copilot
Accountant,Manufacturing,12.53,Low,49.22,55.85,42.33,42.83,49.0,81.53,116339,4,Master,0.9823,0.0401,0.2291,248,0.3332,0.1889,Gemini
Sales Manager,Marketing,35.37,Medium,47.48,37.33,61.82,69.59,35.52,23.05,78114,2,Master,0.0922,-0.0234,0.9781,56,0.8611,0.9606,Midjourney
Customer Support,Construction,9.45,Low,56.84,88.87,34.16,53.73,27.93,4.84,93230,4,Bachelor,0.3237,0.0165,0.5516,287,0.8586,0.7067,Copilot
Nurse,Construction,32.98,Medium,38.22,45.31,2.89,1.86,67.48,70.32,97194,7,High School,0.8151,-0.0409,0.5162,473,0.0661,0.1966,AutoGPT
Electrician,Legal,96.97,High,68.24,31.52,39.51,95.36,77.85,97.78,142333,11,Bachelor,0.6124,-0.058,0.9461,374,0.347,0.463,Claude
Business Analyst,Marketing,2.0,Low,88.67,94.12,93.05,84.48,87.4,44.67,67792,4,Bachelor,0.5616,0.0234,0.4081,201,0.1714,0.699,Midjourney
Plumber,Healthcare,83.05,High,42.18,84.95,62.63,26.05,15.53,25.96,75807,3,PhD,0.7412,0.0842,0.8481,183,0.1358,0.017,Copilot
Mechanic,Finance,99.36,High,76.1,84.37,8.4,61.65,82.29,15.67,155266,7,High School,0.04,-0.0444,0.7007,452,0.4149,0.7803,Midjourney
Teacher,Energy,43.64,Medium,56.34,51.23,88.5,92.32,25.48,28.74,166213,6,Master,0.9475,0.1274,0.9677,169,0.6257,0.9477,Gemini
Teacher,Construction,94.31,High,43.76,78.94,26.89,9.6,42.73,32.79,134292,14,Bachelor,0.1913,-0.0579,0.4287,363,0.3437,0.0815,Claude
Marketing Specialist,Manufacturing,26.11,Low,52.79,17.94,24.38,50.3,90.14,42.39,152984,13,Bachelor,0.0818,0.0396,0.9076,222,0.3092,0.8981,Gemini
Marketing Specialist,Energy,98.23,High,49.47,57.32,29.71,45.62,45.45,65.54,43777,13,Bachelor,0.339,0.0941,0.5689,100,0.0945,0.4644,None
Civil Engineer,Marketing,86.16,High,53.04,98.38,57.72,41.02,19.71,27.32,68346,5,High School,0.7024,-0.0467,0.4759,243,0.3829,0.5156,Gemini
Civil Engineer,Energy,88.47,High,42.88,29.1,54.47,83.56,15.99,5.1,84703,4,Master,0.2315,-0.0259,0.3057,174,0.471,0.8401,Claude
Business Analyst,Retail,13.04,Low,54.93,79.44,49.14,38.06,47.3,37.33,124977,13,High School,0.0499,-0.0871,0.5527,332,0.3987,0.5897,None
Accountant,Construction,87.01,High,43.89,49.05,71.75,6.37,76.27,85.56,77819,4,Master,0.0574,0.136,0.5726,189,0.6801,0.3514,AutoGPT
Marketing Specialist,Energy,94.18,High,36.76,3.98,31.65,6.58,99.72,49.84,164917,12,High School,0.2566,0.0217,0.8984,436,0.2882,0.7326,Gemini
Doctor,Finance,81.9,High,53.11,76.3,78.21,4.27,78.74,96.48,140186,9,PhD,0.1353,-0.0839,0.7041,118,0.716,0.1383,Copilot
Civil Engineer,Finance,9.14,Low,48.49,16.86,17.53,40.91,87.7,50.36,53290,1,High School,0.3724,0.1075,0.8265,43,0.8828,0.6663,Copilot
Teacher,Construction,8.48,Low,69.92,63.15,78.26,71.84,74.78,27.59,142551,12,Master,0.1731,0.0423,0.7691,198,0.5912,0.7746,Midjourney
Mechanic,Education,35.76,Medium,39.49,8.57,66.38,20.37,89.54,19.33,128682,14,Master,0.3443,-0.0862,0.2766,336,0.3887,0.3348,Copilot
Sales Manager,Finance,70.49,High,55.65,94.69,68.32,64.65,7.63,69.45,164365,3,PhD,0.4445,0.0127,0.2058,230,0.1797,0.9702,Copilot
Mechanic,Energy,1.25,Low,63.62,29.17,48.16,68.71,92.99,53.64,148017,7,Bachelor,0.7425,0.0086,0.2585,460,0.9324,0.6406,None
Civil Engineer,Tech,95.06,High,29.27,22.65,66.7,25.52,39.64,60.4,149496,7,Master,0.2274,-0.0635,0.1466,182,0.7519,0.0957,None
HR Specialist,Finance,52.54,Medium,55.04,12.91,7.98,60.06,92.16,75.51,87089,10,Bachelor,0.4751,0.0051,0.386,495,0.2464,0.9663,Midjourney
Nurse,Marketing,35.84,Medium,56.89,94.6,85.16,68.49,7.57,72.59,177680,0,High School,0.8154,-0.0293,0.6539,178,0.1506,0.744,ChatGPT
Customer Support,Education,56.12,Medium,63.13,71.19,5.55,46.66,71.52,4.34,158713,1,Bachelor,0.9864,0.075,0.537,384,0.0493,0.6956,Claude
Electrician,Energy,71.58,High,60.47,74.17,14.87,33.67,73.57,80.26,46619,4,High School,0.5573,-0.0986,0.6792,445,0.1906,0.2532,Copilot
Civil Engineer,Healthcare,27.33,Low,70.52,49.94,57.68,61.92,99.69,53.27,108006,8,PhD,0.4323,-0.0734,0.3561,75,0.7324,0.4731,Midjourney
Customer Support,Legal,29.11,Low,74.05,47.47,73.94,97.78,76.89,39.17,44779,9,High School,0.6315,0.1297,0.2053,277,0.6295,0.9011,Gemini
Product Manager,Healthcare,46.82,Medium,30.65,11.0,7.63,42.68,38.26,53.75,51630,10,Bachelor,0.4863,0.0083,0.2028,280,0.9674,0.3082,Gemini
Data Analyst,Retail,66.99,Medium,50.29,55.98,92.08,39.17,55.72,61.25,135575,11,Bachelor,0.1648,-0.056,0.6009,135,0.322,0.4233,None
Graphic Designer,Legal,70.64,High,35.92,24.69,97.36,46.43,36.66,14.95,145436,12,Bachelor,0.4594,0.0983,0.1643,256,0.7866,0.2568,AutoGPT
Teacher,Retail,32.41,Medium,41.65,97.71,60.6,7.62,19.6,41.74,173250,10,Bachelor,0.9791,0.1129,0.3972,281,0.1205,0.2159,Copilot
Consultant,Legal,32.25,Medium,53.27,79.66,48.12,55.32,24.85,33.56,52784,6,High School,0.6404,-0.0472,0.2128,268,0.5626,0.0437,Claude
UX Designer,Legal,48.71,Medium,32.12,41.3,74.14,32.87,22.2,35.04,142167,9,Bachelor,0.2834,0.0784,0.6628,420,0.4668,0.7369,Midjourney
HR Specialist,Tech,54.19,Medium,27.39,15.13,32.84,12.14,54.88,9.13,97359,4,Bachelor,0.9471,0.0538,0.6154,247,0.8382,0.0908,None
Accountant,Manufacturing,64.94,Medium,71.92,78.53,49.33,46.63,90.62,15.98,108608,0,Master,0.3886,0.0863,0.3811,416,0.7016,0.5313,AutoGPT
Teacher,Marketing,61.77,Medium,34.61,12.21,91.62,0.34,91.27,16.18,45111,14,Master,0.3901,0.097,0.1287,457,0.1943,0.0498,AutoGPT
UX Designer,Healthcare,37.25,Medium,21.53,18.93,95.57,40.18,5.48,37.32,54161,14,PhD,0.6166,0.0652,0.2118,426,0.9839,0.9839,Midjourney
Mechanic,Finance,29.69,Low,13.24,21.15,92.71,10.57,7.99,89.45,148920,5,High School,0.569,0.1391,0.4722,313,0.8231,0.7094,None
Consultant,Energy,30.79,Medium,27.54,55.69,26.24,2.43,24.51,20.6,134823,11,Bachelor,0.2904,0.1161,0.9721,100,0.3546,0.6304,None
Civil Engineer,Education,64.54,Medium,62.22,78.71,23.25,82.45,25.51,41.62,155014,7,High School,0.4671,-0.0428,0.2708,225,0.826,0.1864,Midjourney
Nurse,Marketing,43.31,Medium,44.18,31.43,29.77,91.62,9.49,31.16,160466,6,High School,0.3325,0.1284,0.1912,448,0.9569,0.5281,Midjourney
Accountant,Retail,13.43,Low,22.69,8.47,44.13,20.77,38.85,78.74,97313,1,High School,0.7378,-0.0101,0.2207,239,0.8903,0.5036,Midjourney
Software Engineer,Tech,0.59,Low,53.05,46.45,31.42,53.93,58.77,5.01,110308,11,Bachelor,0.1225,0.0816,0.7081,164,0.5562,0.3586,Claude
Accountant,Retail,2.97,Low,53.47,74.81,37.42,27.8,57.82,19.65,76389,4,High School,0.7503,0.112,0.9147,312,0.5771,0.1561,Midjourney
Software Engineer,Manufacturing,86.75,High,41.96,22.17,62.06,49.36,54.34,21.06,179233,13,Bachelor,0.1612,0.0091,0.0752,424,0.1066,0.3671,None
Product Manager,Education,45.78,Medium,33.17,21.99,76.25,43.66,33.87,99.3,137800,10,Master,0.306,-0.0871,0.7493,472,0.1647,0.6091,Claude
Software Engineer,Tech,65.74,Medium,64.09,94.72,73.56,26.91,70.65,57.08,168562,3,Bachelor,0.3333,0.1374,0.4946,428,0.9826,0.4874,Claude
Accountant,Retail,92.9,High,82.7,95.42,81.44,70.04,82.65,13.9,149547,8,Bachelor,0.9904,-0.0819,0.8252,173,0.7698,0.57,Claude
Sales Manager,Manufacturing,12.63,Low,48.77,99.05,3.22,12.65,34.63,27.22,54502,9,Bachelor,0.5898,-0.013,0.4215,417,0.0255,0.572,Gemini
Graphic Designer,Energy,44.76,Medium,31.54,80.77,4.77,5.31,8.55,16.78,65757,0,Bachelor,0.7776,0.0491,0.0052,154,0.5475,0.2447,ChatGPT
Electrician,Energy,53.91,Medium,41.74,18.82,78.94,76.77,29.63,12.46,71111,11,High School,0.5554,-0.0706,0.6828,310,0.3453,0.111,AutoGPT
Civil Engineer,Retail,84.15,High,33.84,21.2,53.31,66.59,13.74,79.72,128273,5,Bachelor,0.9832,0.1096,0.808,363,0.3115,0.5218,Copilot
Civil Engineer,Marketing,99.37,High,43.54,34.02,57.81,49.85,46.74,49.58,88645,2,Bachelor,0.1774,-0.0491,0.902,199,0.5566,0.8924,Gemini
Teacher,Education,71.17,High,31.4,31.81,5.26,46.78,15.59,63.12,140218,10,Master,0.6049,0.1465,0.5691,138,0.3202,0.9954,None
Customer Support,Construction,64.18,Medium,63.89,95.65,25.53,49.74,46.28,33.13,89055,8,Master,0.7974,0.1291,0.122,285,0.2516,0.7859,ChatGPT
Marketing Specialist,Marketing,92.03,High,48.24,78.91,63.84,43.7,22.1,55.37,149815,4,Bachelor,0.6286,0.0511,0.3698,463,0.9378,0.2211,AutoGPT
Mechanic,Energy,83.74,High,61.85,72.4,85.92,39.29,73.87,25.76,170070,12,Bachelor,0.8969,0.065,0.7843,206,0.0399,0.6303,Gemini
Doctor,Education,86.5,High,23.77,18.6,91.7,49.97,2.76,30.8,131026,5,High School,0.6007,0.0334,0.4944,201,0.4362,0.2389,AutoGPT
Product Manager,Manufacturing,0.27,Low,66.43,90.95,50.04,52.85,55.47,65.22,100192,10,Master,0.8264,-0.0022,0.6992,358,0.5112,0.5765,Claude
Data Analyst,Tech,51.44,Medium,56.31,82.79,54.55,69.19,16.95,15.04,82021,8,Bachelor,0.1758,-0.0121,0.0047,335,0.44,0.4807,Claude
Customer Support,Legal,78.27,High,29.19,16.36,83.3,71.12,0.1,61.72,59092,8,High School,0.2621,0.1229,0.073,443,0.6573,0.3816,Midjourney
Doctor,Retail,18.15,Low,70.6,87.12,53.76,37.76,86.92,85.22,162314,7,High School,0.4441,0.0442,0.6812,264,0.0257,0.6416,None
Accountant,Healthcare,75.15,High,45.24,27.22,51.69,41.35,67.15,12.04,136843,8,High School,0.8516,0.1058,0.2902,62,0.885,0.8577,Claude
Lawyer,Education,0.92,Low,18.45,8.09,90.51,37.37,9.89,89.75,162903,3,Master,0.4266,0.0285,0.3882,490,0.5002,0.3375,Gemini
Electrician,Finance,57.52,Medium,61.91,65.68,78.99,53.65,66.41,7.94,80721,5,High School,0.6275,-0.0232,0.6421,118,0.5537,0.4863,AutoGPT
Teacher,Manufacturing,85.13,High,57.29,65.38,90.91,45.34,61.16,34.89,58511,4,Bachelor,0.3958,-0.0771,0.112,431,0.4628,0.4558,Copilot
Business Analyst,Construction,43.13,Medium,48.6,9.49,21.82,88.96,47.34,61.05,102782,4,Bachelor,0.8057,-0.0191,0.8327,445,0.4445,0.2492,None
Business Analyst,Legal,73.95,High,47.82,31.89,52.44,69.64,41.93,55.94,127003,3,Bachelor,0.2003,0.12,0.1444,358,0.1867,0.4211,AutoGPT
Software Engineer,Finance,53.04,Medium,92.62,99.28,84.25,89.87,88.71,9.64,179374,1,Master,0.5938,0.078,0.7333,117,0.5044,0.0216,Claude
HR Specialist,Construction,64.73,Medium,54.42,67.84,11.11,70.91,24.51,79.89,85568,11,Master,0.5779,0.0965,0.2928,198,0.4213,0.5174,AutoGPT
HR Specialist,Healthcare,51.67,Medium,69.98,73.01,79.47,97.1,39.83,97.32,164304,5,Bachelor,0.4032,0.0934,0.26,339,0.4681,0.7208,ChatGPT
Sales Manager,Energy,47.58,Medium,39.26,21.29,18.3,63.57,32.91,18.12,132062,8,High School,0.7051,-0.07,0.8213,489,0.0138,0.3676,AutoGPT
Marketing Specialist,Marketing,84.16,High,60.45,7.88,80.81,96.36,77.12,89.51,134301,11,Bachelor,0.0285,-0.0603,0.5522,290,0.1309,0.7466,Gemini
Nurse,Retail,9.27,Low,45.05,27.69,61.2,15.82,91.65,55.68,81507,0,Bachelor,0.8415,-0.0207,0.2055,485,0.7632,0.7507,ChatGPT
Product Manager,Tech,58.47,Medium,38.37,24.89,19.32,5.25,84.98,93.59,154277,13,Bachelor,0.348,-0.0247,0.0025,38,0.4191,0.9841,None
Business Analyst,Construction,11.48,Low,53.71,23.45,47.34,57.91,79.77,17.61,159999,6,Bachelor,0.793,-0.0835,0.973,124,0.7429,0.5459,Midjourney
Graphic Designer,Legal,56.28,Medium,72.1,19.28,68.19,98.35,98.68,79.2,130128,5,High School,0.3051,-0.0616,0.4314,44,0.1711,0.4041,Midjourney
UX Designer,Education,96.36,High,56.32,57.48,63.39,41.76,69.71,5.98,40683,2,Bachelor,0.1879,0.1141,0.3974,312,0.6982,0.6395,AutoGPT
Software Engineer,Energy,5.71,Low,43.04,32.81,42.72,21.2,75.11,88.32,53664,0,High School,0.3895,0.0473,0.0503,450,0.2891,0.6266,Copilot
Graphic Designer,Education,42.2,Medium,77.49,82.03,89.94,52.15,98.28,67.42,132364,12,Master,0.7974,-0.0144,0.8944,169,0.7051,0.9873,Gemini
Sales Manager,Legal,80.2,High,27.99,18.39,51.93,64.88,0.7,37.03,94340,3,Bachelor,0.7035,0.0316,0.1406,136,0.0868,0.7077,Copilot
Consultant,Education,36.97,Medium,47.13,46.46,50.59,31.52,63.4,19.05,117236,14,Master,0.401,-0.0347,0.3355,311,0.3336,0.3066,ChatGPT
Software Engineer,Construction,52.03,Medium,48.91,1.37,6.23,71.48,73.9,81.65,41017,13,High School,0.9379,0.046,0.4211,45,0.1194,0.1875,Copilot
Customer Support,Manufacturing,11.47,Low,79.15,48.17,92.21,97.51,91.78,60.32,66613,8,Bachelor,0.4088,-0.0813,0.8101,80,0.6296,0.7927,None
HR Specialist,Education,22.31,Low,61.22,5.58,17.71,89.7,88.38,36.04,60348,14,Master,0.3508,0.1257,0.3595,403,0.3926,0.1798,ChatGPT
HR Specialist,Marketing,68.64,Medium,70.38,97.77,52.83,29.16,84.2,44.38,177520,1,High School,0.1447,-0.0399,0.5315,311,0.0743,0.6274,None
Data Analyst,Healthcare,82.86,High,68.77,79.06,80.36,32.67,94.58,82.65,39491,2,Master,0.0703,0.1048,0.4287,107,0.5264,0.1323,Copilot
Doctor,Tech,64.65,Medium,46.63,49.01,21.55,37.15,53.74,33.89,151070,1,Bachelor,0.3499,0.065,0.3118,106,0.0249,0.7187,Midjourney
Teacher,Construction,83.69,High,16.27,8.66,52.74,39.46,0.69,8.96,88759,13,Bachelor,0.092,0.0308,0.9463,35,0.8185,0.7829,Gemini
Accountant,Finance,60.57,Medium,23.46,59.24,24.07,10.03,1.11,91.13,162040,1,Bachelor,0.4626,0.1324,0.7969,185,0.9383,0.9905,Copilot
Marketing Specialist,Legal,81.02,High,68.85,75.88,75.97,76.2,54.46,38.73,30368,9,Bachelor,0.86,-0.0608,0.1744,185,0.8101,0.9542,AutoGPT
